"indiv_id","weight_kg","duration","n.notes","low.freq","high.freq","note.rate","bandwidth.mean","bandwidth.sd","firstnotehighfreq","lasttnotehighfreq","titi.id","birthdate","sex","name"
"abe",1.34,3.684297187,14,3359.2,9130.1,3.79991061779675,4540.42142857143,1249.30006014357,8268.8,7665.8,34438,"9/23/02","M","abe"
"abe",1.34,3.087117148,11,1205.9,8441,3.56319487490988,4118.71818181818,1333.69605144364,7149,6976.8,34438,"9/23/02","M","abe"
"abe",1.34,3.442574515,13,2325.6,8699.4,3.77624360587007,4518.65384615385,452.532764219684,6632.2,8182.6,34438,"9/23/02","M","abe"
"abe",1.34,2.376163698,9,3273,7752,3.78761783440057,3033.77777777778,852.416998566104,7149,6460,34438,"9/23/02","M","abe"
"abe",1.34,4.007986961,14,1378.1,8699.4,3.4930253357179,3986.71428571429,1118.1604060359,5943.2,7235.2,34438,"9/23/02","M","abe"
"adama",1.425,1.761175029,6,2842.4,8182.6,3.40681641586005,3560.15,1199.2716485434,7149,7149,39541,"2/7/09","M","adama"
"adama",1.425,1.113386513,4,3273,7493.6,3.59264276448084,3854.45,237.194723100381,7321.3,7493.6,39541,"2/7/09","M","adama"
"adama",1.425,3.807587613,12,1464.3,8354.9,3.15160180662138,3976.45833333333,1207.98842969951,8354.9,5770.9,39541,"2/7/09","M","adama"
"aiden",1.32,1.889479568,9,3445.3,8785.5,4.76321636519543,3397.46666666667,975.539742911584,6804.5,8785.5,35383,"2/27/04","M","aiden"
"aiden",1.32,2.247335546,10,3186.9,9474.6,4.44971380344108,4272.18,698.792839752161,6804.5,6373.8,35383,"2/27/04","M","aiden"
"aiden",1.32,1.943365549,9,3359.2,8268.8,4.63114106588498,3378.31111111111,848.069353656357,6718.4,6201.6,35383,"2/27/04","M","aiden"
"alberto",1.196,3.330037842,11,3100.8,7665.8,3.30326576511019,2771.9,736.734101287568,6460,4651.2,29775,"6/5/96","M","alberto"
"alberto",1.196,1.675140616,6,3273,6632.2,3.58178886159847,2899.78333333333,241.58710575415,6460,6460,29775,"6/5/96","M","alberto"
"alberto",1.196,2.920109171,10,3445.3,7838.1,3.42452950023628,3161.07,588.459663585081,6373.8,6201.6,29775,"6/5/96","M","alberto"
"alberto",1.196,4.838212831,15,2756.2,6373.8,3.10031834562757,2848.10666666667,497.415394768177,6201.6,6201.6,29775,"6/5/96","M","alberto"
"alberto",1.196,4.466042614,14,2584,7752,3.13476632670572,3199.20714285714,543.56776870582,5943.2,5943.2,29775,"6/5/96","M","alberto"
"alberto",1.196,3.950730004,13,2756.2,7924.2,3.2905311137025,3392.28461538462,531.59107850263,6287.7,6115.4,29775,"6/5/96","M","alberto"
"arya",0.98,2.101393972,5,3273,6460,2.37937296224432,2652.88,351.950986644447,6460,5770.9,44311,"4/18/14","F","arya"
"arya",0.98,1.613191332,4,3445.3,6976.8,2.4795570870325,3273,210.982716511724,6632.2,6976.8,44311,"4/18/14","F","arya"
"arya",0.98,2.865537234,9,3186.9,6201.6,3.14077231076035,2411.7,489.132300609968,6029.3,5168,44311,"4/18/14","F","arya"
"berkie",1.315,1.685262312,7,4220.5,8699.4,4.15365605114179,1685.75714285714,1348.05271639891,8699.4,6373.8,31716,"4/27/99","M","berkie"
"berkie",1.315,2.034460809,8,3359.2,7407.4,3.93224581403082,1690.3625,886.715594503511,7407.4,5081.8,31716,"4/27/99","M","berkie"
"berkie",1.315,1.720688247,7,3359.2,6976.8,4.06813960181597,2276.38571428571,855.350572238408,6890.6,5426.4,31716,"4/27/99","M","berkie"
"berkie",1.315,1.452895273,6,3359.2,7493.6,4.12968512700227,3129.48333333333,661.950056776693,6546.1,5512.5,31716,"4/27/99","M","berkie"
"berkie",1.315,1.983852331,8,3531.4,6804.5,4.03255820757961,1528.8625,723.221248379182,6460,5168,31716,"4/27/99","M","berkie"
"berkie",1.315,1.411976532,6,3617.6,7407.4,4.24936241079112,1894.91666666667,934.034484195668,7407.4,6287.7,31716,"4/27/99","M","berkie"
"berkie",1.315,1.685262312,7,3617.6,8441,4.15365605114179,1931.84285714286,873.947240698093,6546.1,5598.6,31716,"4/27/99","M","berkie"
"berkie",1.315,1.199420925,5,3617.6,7149,4.16867831449581,2118.88,813.909805813887,7149,5598.6,31716,"4/27/99","M","berkie"
"berkie",1.315,1.366428902,6,3186.9,6890.6,4.39100782427683,1851.88333333333,1086.41903226456,6890.6,6460,31716,"4/27/99","M","berkie"
"berkie",1.315,1.675140616,7,4306.6,8096.5,4.17875367186488,2116.42857142857,784.452020445452,8096.5,6460,31716,"4/27/99","M","berkie"
"berkie",1.315,1.417037379,6,4134.4,8182.6,4.23418611881233,1837.48333333333,1323.92743670741,8182.6,6804.5,31716,"4/27/99","M","berkie"
"berkie",1.315,1.675140616,7,2842.4,8441,4.17875367186488,2805.45714285714,1201.58776050294,6804.5,6373.8,31716,"4/27/99","M","berkie"
"berkie",1.315,1.705505703,7,1119.7,7321.3,4.10435449596383,3716,1249.57515046782,7321.3,6287.7,31716,"4/27/99","M","berkie"
"buboo",1.26,2.606336609,9,3359.2,7407.4,3.45312265841714,3234.74444444444,548.337852311673,7149,6804.5,34431,"9/10/02","M","buboo"
"buboo",1.26,2.302685742,8,3703.7,7493.6,3.47420399322558,2896.2125,328.568977048308,7149,6976.8,34431,"9/10/02","M","buboo"
"buboo",1.26,2.53548474,9,3617.6,7752,3.5496171039862,3454.85555555556,418.522861117261,6976.8,6804.5,34431,"9/10/02","M","buboo"
"buboo",1.26,2.712614413,10,5426.4,7838.1,3.68648044929488,1197.24,637.419759133127,7235.2,7321.3,34431,"9/10/02","M","buboo"
"buboo",1.26,3.152908169,11,4651.2,7752,3.48884249409929,1996.72727272727,497.522793630421,7149,7235.2,34431,"9/10/02","M","buboo"
"buboo",1.26,3.259185972,11,3962.1,7579.7,3.37507589149626,2145.5,569.329999209597,7235.2,6718.4,34431,"9/10/02","M","buboo"
"buboo",1.26,2.899865781,10,4651.2,7752,3.44843546398605,1782.97,619.853638728083,6976.8,6976.8,34431,"9/10/02","M","buboo"
"buboo",1.26,2.965656801,10,4478.9,7665.8,3.37193433732051,2256.68,341.640635756346,7062.9,7062.9,34431,"9/10/02","M","buboo"
"buboo",1.26,2.034460809,8,3445.3,8268.8,3.93224581403082,2540.9125,746.633716734173,7149,6718.4,34431,"9/10/02","M","buboo"
"buboo",1.26,1.928183006,7,3359.2,7149,3.63036079989183,3531.42857142857,205.029011884381,6976.8,6976.8,34431,"9/10/02","M","buboo"
"buboo",1.26,2.904926628,10,4651.2,7752,3.44242773762753,2239.46,246.968109502241,7321.3,7149,34431,"9/10/02","M","buboo"
"buboo",1.26,2.94541341,10,3789.8,7665.8,3.39510914360915,2773.47,501.886421524941,6890.6,6718.4,34431,"9/10/02","M","buboo"
"buboo",1.26,3.193394951,11,3962.1,7838.1,3.44460994295597,2529.17272727273,338.604442058604,6976.8,6976.8,34431,"9/10/02","M","buboo"
"buboo",1.26,2.818892215,10,3445.3,7493.6,3.54749285793462,2695.95,466.568923692476,6546.1,6632.2,34431,"9/10/02","M","buboo"
"buboo",1.26,3.092177996,11,4823.4,7579.7,3.55736313182147,2286.46363636364,212.248450042526,6890.6,7062.9,34431,"9/10/02","M","buboo"
"buffy",1.16,2.803709672,12,3445.3,6287.7,4.28004372914971,2253.81666666667,315.583473565836,6115.4,6287.7,37808,"1/30/07","F","buffy"
"buffy",1.16,3.188334104,13,3531.4,7924.2,4.07736440910962,3193.53076923077,487.818125918214,6373.8,7407.4,37808,"1/30/07","F","buffy"
"buffy",1.16,3.431254797,14,3359.2,6546.1,4.08014001532047,2030.27857142857,364.973438819808,5081.8,5684.8,37808,"1/30/07","F","buffy"
"buffy",1.16,2.894804933,12,3273,7665.8,4.14535703708503,3308.925,527.705105536313,5254.1,6890.6,37808,"1/30/07","F","buffy"
"buffy",1.16,3.593201926,15,3186.9,7665.8,4.17454969381534,3393.62666666667,544.547186026632,6546.1,7407.4,37808,"1/30/07","F","buffy"
"buffy",1.16,2.710083989,11,2670.1,7665.8,4.05891479550009,3069.46363636364,858.090867301042,5340.2,6890.6,37808,"1/30/07","F","buffy"
"buffy",1.16,3.294869418,14,3100.8,7062.9,4.24903030254172,2750.07857142857,593.346733730431,6373.8,6804.5,37808,"1/30/07","F","buffy"
"buffy",1.16,3.117482235,14,3014.6,6804.5,4.49080345761778,2897.74285714286,420.070451443355,6804.5,6373.8,37808,"1/30/07","F","buffy"
"buffy",1.16,3.122543083,13,3273,7579.7,4.16327322136103,2398.47692307692,864.793371422567,5426.4,5168,37808,"1/30/07","F","buffy"
"buffy",1.16,2.651884239,11,3273,6460,4.14799403315885,2497.85454545455,389.008553539987,5770.9,5598.6,37808,"1/30/07","F","buffy"
"chewie",1.2,2.002214531,8,3186.9,8613.3,3.99557583672336,4198.975,989.311669437753,7321.3,6546.1,39552,"2/16/09","M","chewie"
"chewie",1.2,3.000385999,12,3359.2,8527.1,3.99948540087825,3926.21666666667,398.045230032361,7579.7,7579.7,39552,"2/16/09","M","chewie"
"chewie",1.2,1.732121075,7,2756.2,8096.5,4.0412879336394,4134.37142857143,507.146884423983,6976.8,6976.8,39552,"2/16/09","M","chewie"
"chewie",1.2,2.383868327,9,3445.3,8699.4,3.77537630667971,4507.61111111111,607.53541346255,6890.6,8613.3,39552,"2/16/09","M","chewie"
"chewie",1.2,3.047358773,12,3445.3,8613.3,3.93783630149544,3990.825,384.03523542177,8182.6,7149,39552,"2/16/09","M","chewie"
"chewie",1.2,3.499471732,13,3186.9,9474.6,3.71484640985235,4028.35384615385,749.378055028952,7924.2,9474.6,39552,"2/16/09","M","chewie"
"clint",1.245,1.961113353,7,2842.4,7579.7,3.56940101870797,4405.07142857143,188.870464554288,7235.2,6976.8,29173,"11/6/95","M","clint"
"clint",1.245,3.135432727,8,3359.2,5426.4,2.55148194732739,1162.8,406.597909487985,4995.7,4737.3,29173,"11/6/95","M","clint"
"cristin",1.077,3.217635082,11,3186.9,8182.6,3.41865989140157,3570.58181818182,593.451680961781,8182.6,6804.5,31274,"11/4/98","F","cristin"
"cristin",1.077,3.070845161,10,3531.4,9819.1,3.25643250496667,3031.87,1400.53542305156,7321.3,7062.9,31274,"11/4/98","F","cristin"
"cristin",1.077,2.665704977,9,3531.4,9733,3.37621757758379,3521.86666666667,1658.1611569748,8785.5,7321.3,31274,"11/4/98","F","cristin"
"cristin",1.077,2.019829321,7,3445.3,8182.6,3.46563936230729,2497.84285714286,1817.62898199563,8010.4,5081.8,31274,"11/4/98","F","cristin"
"cristin",1.077,2.501300265,9,3531.4,7235.2,3.59812859173067,1282.41111111111,992.811109230306,7235.2,5512.5,31274,"11/4/98","F","cristin"
"cristin",1.077,3.029743983,10,3617.6,8096.5,3.30060891484903,1894.91,1279.49803130412,8096.5,6632.2,31274,"11/4/98","F","cristin"
"cristin",1.077,2.049187306,8,3186.9,9991.4,3.90398670564476,4371.25,1166.31145313518,7062.9,5770.9,31274,"11/4/98","F","cristin"
"cristin",1.077,2.583502621,9,3273,9560.7,3.48364268216471,3990.82222222222,955.253982951364,7062.9,9560.7,31274,"11/4/98","F","cristin"
"cristin",1.077,3.041487176,10,3531.4,7924.2,3.28786525187703,2980.19,657.458379671292,7924.2,6460,31274,"11/4/98","F","cristin"
"cristin",1.077,2.624603799,9,3531.4,6976.8,3.42908899370987,2593.55555555556,676.063185122351,6976.8,6718.4,31274,"11/4/98","F","cristin"
"cristin",1.077,3.72005398,12,3359.2,10249.8,3.22575964341249,2706.00833333333,1921.58399786045,10249.8,6976.8,31274,"11/4/98","F","cristin"
"daphne",0.973,2.267962328,10,2670.1,7752,4.40924431439674,3522.83,730.232871608624,5684.8,6287.7,44719,"6/28/14","F","daphne"
"daphne",0.973,1.843681416,8,3014.6,7407.4,4.3391444587843,3413.0125,685.87093837481,6460,6373.8,44719,"6/28/14","F","daphne"
"daphne",0.973,1.66753351,9,2842.4,7838.1,5.397192887596,3512.28888888889,933.425332370571,5081.8,6546.1,44719,"6/28/14","F","daphne"
"daphne",0.973,1.563252083,8,3014.6,6373.8,5.11753676006456,2723.95,305.146255331533,5770.9,6373.8,44719,"6/28/14","F","daphne"
"daphne",0.973,2.424653474,10,3100.8,7149,4.12430069172021,3428.08,280.717251181881,6976.8,6460,44719,"6/28/14","F","daphne"
"elaine",1.465,3.511214926,11,3703.7,8957.8,3.13281876268716,3484.45454545455,1409.73541160293,8527.1,5943.2,34886,"4/4/03","F","elaine"
"elaine",1.465,3.46424215,11,3359.2,9733,3.17529766214524,3899.46363636364,1106.45624972046,7062.9,6029.3,34886,"4/4/03","F","elaine"
"elaine",1.465,4.309752099,14,2756.2,10938.9,3.24844670375552,3586.81428571429,1746.86255011978,6718.4,6287.7,34886,"4/4/03","F","elaine"
"galadriel",1.302,3.072366011,10,3186.9,8096.5,3.25482054032527,3626.19,1169.37250927343,4995.7,6976.8,39618,"3/7/09","F","galadriel"
"galadriel",1.302,2.607359263,9,3186.9,7838.1,3.45176828054171,3483.57777777778,587.499827186736,5512.5,6890.6,39618,"3/7/09","F","galadriel"
"galadriel",1.302,2.741374017,10,3100.8,7407.4,3.6478057857072,3531.44,431.604165874242,5770.9,6890.6,39618,"3/7/09","F","galadriel"
"galadriel",1.302,3.194148695,11,3100.8,8613.3,3.44379709598961,3625.39090909091,575.821747513144,6115.4,6890.6,39618,"3/7/09","F","galadriel"
"galia",1.325,1.796708641,8,1550.4,8010.4,4.45258614415491,4941.85,955.749938903627,7924.2,7321.3,44793,"9/12/14","F","galia"
"galia",1.325,1.769538313,7,2497.9,8010.4,3.95583410010066,4688.08571428571,787.646031811607,7838.1,6029.3,44793,"9/12/14","F","galia"
"gandalf",1.26,4.274522519,13,2756.2,7149,3.04127535700555,2829.13076923077,498.324083611953,6029.3,6546.1,38443,"5/25/07","M","gandalf"
"gandalf",1.26,2.113774872,7,3014.6,6718.4,3.31161094434658,2916.2,188.898694189946,5943.2,6115.4,38443,"5/25/07","M","gandalf"
"gandalf",1.26,2.143132856,7,3014.6,6287.7,3.2662464113704,2731.62857142857,209.293061792038,5857,5943.2,38443,"5/25/07","M","gandalf"
"gavin",1.45,2.037444112,7,3445.3,9905.3,3.4356770616538,4540.41428571429,1448.77231754863,7493.6,6804.5,39502,"9/2/08","M","gavin"
"gavin",1.45,1.661661913,6,3186.9,8441,3.6108428273279,4450.18333333333,632.152321570258,7752,7149,39502,"9/2/08","M","gavin"
"gavin",1.45,2.348638746,8,3445.3,9819.1,3.40622840086621,5501.725,875.302087853102,8957.8,7321.3,39502,"9/2/08","M","gavin"
"gavin",1.45,2.019829322,7,3359.2,10077.5,3.46563936059148,5475.58571428571,873.965074490149,8527.1,8010.4,39502,"9/2/08","M","gavin"
"gavin",1.45,1.679276704,6,3273,8527.1,3.57296685275758,4364.05,767.837880675342,8527.1,6632.2,39502,"9/2/08","M","gavin"
"gavin",1.45,1.743864269,6,3359.2,9819.1,3.44063474816227,4938.28333333333,862.465478536194,9388.5,7062.9,39502,"9/2/08","M","gavin"
"gavin",1.45,2.043315709,7,3186.9,9043.9,3.42580442619208,4232.81428571429,817.781811627387,9043.9,6546.1,39502,"9/2/08","M","gavin"
"gavin",1.45,0.951198692,4,3186.9,8527.1,4.2052202485577,3811.375,784.323778274423,8527.1,6976.8,39502,"9/2/08","M","gavin"
"gavin",1.45,1.297622908,5,3359.2,7407.4,3.85319954601171,3273.04,917.620827466334,6890.6,5857,39502,"9/2/08","M","gavin"
"gavin",1.45,1.755607463,6,3014.6,9474.6,3.41762046838599,4306.65,1241.05006305145,8527.1,7149,39502,"9/2/08","M","gavin"
"gavin",1.45,1.332852488,5,3359.2,7665.8,3.75135286538926,3634.8,341.283423271626,7665.8,6632.2,39502,"9/2/08","M","gavin"
"gavin",1.45,1.303494504,5,3445.3,8699.4,3.83584279385654,4203.28,736.961336842035,8699.4,6890.6,39502,"9/2/08","M","gavin"
"gavin",1.45,1.009914661,4,3273,7665.8,3.96073069781883,3337.65,1246.96818590799,7665.8,5081.8,39502,"9/2/08","M","gavin"
"gavin",1.45,1.649918719,6,3186.9,9474.6,3.63654277686876,4378.4,1006.55183075687,8010.4,6976.8,39502,"9/2/08","M","gavin"
"georgette",1.13,2.781736793,10,3100.8,8182.6,3.59487641863318,3574.49,633.264337382108,6890.6,6718.4,34631,"2/14/03","F","georgette"
"georgette",1.13,2.213592018,9,3186.9,7407.4,4.0657898686008,3301.74444444444,695.747303464252,7407.4,7321.3,34631,"2/14/03","F","georgette"
"georgette",1.13,2.595245815,9,3359.2,10249.8,3.46787959274679,3426.17777777778,1237.57678426207,7062.9,10249.8,34631,"2/14/03","F","georgette"
"georgette",1.13,3.111946339,10,3445.3,7493.6,3.21342301911717,3221.34,381.32902445118,6804.5,7149,34631,"2/14/03","F","georgette"
"georgette",1.13,2.765522124,11,3531.4,8699.4,3.97754908721895,3320.02727272727,1040.98347738176,7924.2,6890.6,34631,"2/14/03","F","georgette"
"georgette",1.13,2.953413224,10,3273,6976.8,3.38591292228872,3195.51,261.403410884828,6287.7,6546.1,34631,"2/14/03","F","georgette"
"georgette",1.13,3.018000789,10,3186.9,6976.8,3.3134517513872,3143.83,402.464361569237,6890.6,6460,34631,"2/14/03","F","georgette"
"georgette",1.13,2.606989008,9,3359.2,7924.2,3.45225851447088,3320.9,695.895274089428,6804.5,7062.9,34631,"2/14/03","F","georgette"
"georgette",1.13,3.252864663,11,3100.8,7321.3,3.38163469421906,2999,666.982705922725,6546.1,5770.9,34631,"2/14/03","F","georgette"
"georgette",1.13,2.812494899,10,3273,7149,3.55556200423886,3126.62,363.278050228441,6890.6,7149,34631,"2/14/03","F","georgette"
"georgette",1.13,2.477813878,10,3359.2,7838.1,4.03581563925682,3186.92,882.110155378693,7579.7,7838.1,34631,"2/14/03","F","georgette"
"georgette",1.13,2.477813878,9,3445.3,6804.5,3.63223407533114,2804.1,397.316986170992,6029.3,6029.3,34631,"2/14/03","F","georgette"
"georgette",1.13,2.28405118,8,3273,7321.3,3.50254848492493,2960.8,478.309072223629,6287.7,6115.4,34631,"2/14/03","F","georgette"
"georgette",1.13,2.325152359,8,3359.2,7752,3.44063474766902,3143.8375,631.256194170458,6632.2,5943.2,34631,"2/14/03","F","georgette"
"georgette",1.13,2.307537568,8,3445.3,7493.6,3.46689913565906,3154.6125,353.44617467566,7149,6115.4,34631,"2/14/03","F","georgette"
"gilda",1.31,5.759567128,15,3014.6,10077.5,2.6043623881173,3565.9,1571.7127441107,10077.5,8957.8,36993,"1/10/06","F","gilda"
"gogo",1.08,0.916702777,4,3359.2,6373.8,4.36346447328369,2842.35,157.251147319609,6373.8,6373.8,43735,"5/19/13","F","gogo"
"gogo",1.08,1.196938342,5,3445.3,8527.1,4.17732461610792,4168.82,722.163888601472,7321.3,8527.1,43735,"5/19/13","F","gogo"
"gogo",1.08,1.880903109,8,3789.8,8699.4,4.25327597244139,4069.7625,559.631636340242,8096.5,8699.4,43735,"5/19/13","F","gogo"
"gogo",1.08,1.082944214,4,3186.9,8096.5,3.69363439805035,3466.85,1053.45876204687,8096.5,6201.6,43735,"5/19/13","F","gogo"
"greta",1.33,2.991675982,10,1378.1,7062.9,3.34260797632061,3695.08,735.858323924442,5857,5340.2,40487,"1/2/10","F","greta"
"greta",1.33,3.034618699,9,3100.8,8354.9,2.96577622848161,3990.81111111111,546.431753388391,7838.1,7321.3,40487,"1/2/10","F","greta"
"greta",1.33,1.766827401,6,2756.2,7493.6,3.3959174487582,3517.08333333333,885.802976776815,5857,6460,40487,"1/2/10","F","greta"
"greta",1.33,1.315820424,5,861.3,6201.6,3.79991061759047,3152.46,616.927129408328,6201.6,3531.4,40487,"1/2/10","F","greta"
"greta",1.33,2.304592503,8,3186.9,7235.2,3.47132952553912,3563.7375,287.297103249779,7235.2,6546.1,40487,"1/2/10","F","greta"
"gus",1.44,4.115343754,14,3100.8,8871.7,3.4019029361502,5026.46428571429,504.05283545881,8441,6890.6,37728,"7/12/06","M","gus"
"gus",1.44,3.471202993,12,3186.9,8613.3,3.45701476525548,4809.075,534.557628707224,8182.6,8010.4,37728,"7/12/06","M","gus"
"gus",1.44,5.324011869,18,2497.9,8613.3,3.38090906686519,4885.65,538.962047392404,7062.9,7235.2,37728,"7/12/06","M","gus"
"gus",1.44,4.90902235,17,3100.8,8957.8,3.46301132648133,5061.57058823529,490.605410137192,7924.2,6718.4,37728,"7/12/06","M","gus"
"gus",1.44,4.401628538,15,3100.8,8957.8,3.40782959545597,4938.28,544.435824894515,8441,8441,37728,"7/12/06","M","gus"
"gus",1.44,4.666441961,16,3100.8,8699.4,3.42873652639864,5097.975,321.072323109088,8441,8182.6,37728,"7/12/06","M","gus"
"gus",1.44,3.178212409,12,3100.8,8441,3.77570736493843,4837.78333333333,657.844016926551,8441,6201.6,37728,"7/12/06","M","gus"
"gus",1.44,4.516142451,16,3100.8,8441,3.5428466160223,4527.35,614.688347050764,7493.6,6546.1,37728,"7/12/06","M","gus"
"gus",1.44,3.800430494,13,3014.6,8785.5,3.42066511162985,4889.7,552.819954114056,7062.9,6976.8,37728,"7/12/06","M","gus"
"gus",1.44,1.938304702,8,3273,9991.4,4.12731805878888,3897.4875,1265.69467028698,6029.3,9991.4,37728,"7/12/06","M","gus"
"gus",1.44,4.916941147,17,3014.6,8957.8,3.45743410216986,5102.10588235294,620.773647828446,8354.9,8441,37728,"7/12/06","M","gus"
"gus",1.44,4.222700548,15,3014.6,8871.7,3.5522291551326,5213.9,279.795596309673,8354.9,8182.6,37728,"7/12/06","M","gus"
"hobbes",1.28,2.135677764,9,3445.3,7062.9,4.21411888614859,2813.67777777778,399.356879175061,7062.9,6718.4,45580,"12/16/15","M","hobbes"
"hobbes",1.28,3.235018047,12,3273,8354.9,3.70940743626708,3208.43333333333,655.070064723591,8354.9,6718.4,45580,"12/16/15","M","hobbes"
"hobbes",1.28,3.046630366,12,3186.9,6718.4,3.93877778345494,3093.59166666667,162.023362279155,6632.2,6460,45580,"12/16/15","M","hobbes"
"jack",1.33,3.213638343,13,3703.7,8182.6,4.04525917744192,1841.93076923077,523.370729637248,5168,6115.4,40485,"11/17/09","M","jack"
"jack",1.33,1.963608941,8,4651.2,8613.3,4.07413097025616,2002.6125,812.88569120405,8613.3,6546.1,40485,"11/17/09","M","jack"
"jack",1.33,3.016265279,12,4737.3,7235.2,3.97842990918174,1579.11666666667,181.168007577765,6460,6460,40485,"11/17/09","M","jack"
"jack",1.33,2.793587977,11,4565,8182.6,3.93758853866946,2075.04545454545,624.030004669065,7235.2,8182.6,40485,"11/17/09","M","jack"
"jill",1.1,1.177939321,5,3445.3,8527.1,4.24470081850676,4547.8,528.861201072644,7149,8527.1,41450,"12/22/10","F","jill"
"jill",1.1,1.486673417,6,3445.3,8354.9,4.03585611432238,4320.98333333333,689.960115997053,8268.8,8182.6,41450,"12/22/10","F","jill"
"jill",1.1,1.429676353,6,3100.8,8354.9,4.19675403276395,4895.2,220.71757519509,8354.9,7752,41450,"12/22/10","F","jill"
"jill",1.1,2.037645035,10,3531.4,8699.4,4.90762612144563,4806.21,297.836772783722,7579.7,8441,41450,"12/22/10","F","jill"
"jill",1.1,1.529421215,7,3359.2,8785.5,4.5768947961141,4786.51428571429,421.548393538913,8785.5,8268.8,41450,"12/22/10","F","jill"
"jill",1.1,1.353680267,6,3617.6,8527.1,4.43236127929757,3904.7,622.692730004133,6976.8,8441,41450,"12/22/10","F","jill"
"jill",1.1,1.75740947,8,3359.2,8527.1,4.55215482593251,4812.675,197.68591069096,8527.1,7924.2,41450,"12/22/10","F","jill"
"jill",1.1,1.510422193,7,3789.8,8871.7,4.63446580197329,4798.81428571429,209.284243940878,8527.1,8871.7,41450,"12/22/10","F","jill"
"junebug",1.112,2.226773025,8,3186.9,7407.4,3.59264276609422,2691.65,906.58783043107,5770.9,5340.2,42203,"7/17/11","F","junebug"
"junebug",1.112,2.576563046,9,3186.9,7407.4,3.49302533620208,3014.63333333333,1173.90194011255,6890.6,4909.6,42203,"7/17/11","F","junebug"
"junebug",1.112,2.803709673,10,3359.2,7321.3,3.56670310635262,3488.36,309.899002185479,6546.1,6804.5,42203,"7/17/11","F","junebug"
"junebug",1.112,4.413059267,15,3100.8,7752,3.39900261756444,3525.69333333333,691.726988327731,7407.4,7149,42203,"7/17/11","F","junebug"
"lani",0.88,3.084718536,13,3617.6,10077.5,4.21432291091857,4379.50769230769,508.169604990202,8699.4,7665.8,45337,"5/11/15","F","lani"
"lani",0.88,4.201229189,16,3531.4,9388.5,3.80840922506501,4435.83125,616.325088156946,9388.5,8268.8,45337,"5/11/15","F","lani"
"lani",0.88,2.596214913,11,3273,8441,4.23693737560778,4549.38181818182,300.411227547114,8354.9,7579.7,45337,"5/11/15","F","lani"
